,  SECTORATES_000,  SECTORATES_001,  SECTORATES_002,  SECTORATES_003,  SECTORATES_004,  SECTORATES_005,  SECTORATES_006,  SECTORATES_007,  SECTORATES_008,  SECTORATES_009,  SECTORATES_010,  SECTORATES_011,  SECTORATES_012,  SECTORATES_013,  SECTORATES_014,  SECTORATES_015,  SECTORATES_016,  SECTORATES_017,  SECTORATES_018,  SECTORATES_019,  SECTORATES_020,  SECTORATES_021,  SECTORATES_022,  SECTORATES_023,  SECTORATES_024,  SECTORATES_025,  SECTORATES_026,  SECTORATES_027,  SECTORATES_028,  SECTORATES_029,  SECTORATES_030,  SECTORATES_031,  SECTORATES_032,  SECTORATES_033,  SECTORATES_034,  SECTORATES_035,  SECTORATES_036,  SECTORATES_037,  SECTORATES_038,  SECTORATES_039,  SECTORATES_040,  SECTORATES_041,  SECTORATES_042,  SECTORATES_043,  SECTORATES_044,  SECTORATES_045,  SECTORATES_046,  SECTORATES_047,  SECTORATES_048,  SECTORATES_049,  SECTORATES_050,  SECTORATES_051,  SECTORATES_052,  SECTORATES_053,  SECTORATES_054,  SECTORATES_055,  SECTORATES_056,  SECTORATES_057,  SECTORATES_058,  SECTORATES_059,  SECTORATES_060,  SECTORATES_061,  SECTORATES_062,  SECTORATES_063,  SECTORATES_064,  SECTORATES_065,  SECTORATES_066,  SECTORATES_067,  SECTORATES_068,  SECTORATES_069,  SECTORATES_070,  SECTORATES_071,  SECTORATES_072,  SECTORATES_073,  SECTORATES_074,  SECTORATES_075,  SECTORATES_076,  SECTORATES_077,  SECTORATES_078,  SECTORATES_079,  SECTORATES_080,  SECTORATES_081,  SECTORATES_082,  SECTORATES_083,  SECTORATES_084,  SECTORATES_085,  SECTORATES_086,  SECTORATES_087,  SECTORATES_088,  SECTORATES_089,  SECTORATES_090,  SECTORATES_091,  SECTORATES_092,  SECTORATES_093,  SECTORATES_094,  SECTORATES_095,  SECTORATES_096,  SECTORATES_097,  SECTORATES_098,  SECTORATES_099,  SECTORATES_100,  SECTORATES_101,  SECTORATES_102,  SECTORATES_103,  SECTORATES_104,  SECTORATES_105,  SECTORATES_106,  SECTORATES_107,  SECTORATES_108,  SECTORATES_109,  SECTORATES_110,  SECTORATES_111,  SECTORATES_112,  SECTORATES_113,  SECTORATES_114,  SECTORATES_115,  SECTORATES_116,  SECTORATES_117,  SECTORATES_118,  SECTORATES_119
0,0.09703277297931524,0.032344257659771745,0.007610413567005116,0.02663644748451791,0.007610413567005116,0.02663644748451791,0.015220827134010233,0.015220827134010233,0.001902603391751279,0.011415620350507675,0.024733844092766626,0.02663644748451791,0.030441654268020465,0.020928637309264073,0.02283124070101535,0.014492666942052148,0.02093385224963088,0.02415444490342025,0.0,0.017713259595841517,0.008051481634473416,0.01610296326894683,0.0,0.02576474123031493,0.02093385224963088,0.0,0.022544148576525567,0.006441185307578733,0.008051481634473416,0.008051481634473416,0.02458957723978239,0.026345975614052563,0.003512796748540341,0.0,0.008781991871350854,0.02810237398832273,0.0017563983742701706,0.014051186994161365,0.014051186994161365,0.026345975614052563,0.02810237398832273,0.003512796748540341,0.019320382116971877,0.008781991871350854,0.02458957723978239,0.020051330792912565,0.01336755386194171,0.031190959011197325,0.015595479505598663,0.0,0.004455851287313904,0.01336755386194171,0.017823405149255615,0.028963033367540372,0.011139628218284759,0.01336755386194171,0.02450718208022647,0.031190959011197325,0.02673510772388342,0.004455851287313904,0.021427933624426465,0.002380881513825163,0.021427933624426465,0.0,0.004761763027650326,0.002380881513825163,0.035713222707377444,0.02380881513825163,0.035713222707377444,0.028570578165901955,0.002380881513825163,0.03809410422120261,0.021427933624426465,0.014285289082950977,0.019047052110601304,0.023403738087842796,0.006686782310812227,0.023403738087842796,0.010030173466218342,0.008358477888515283,0.011701869043921398,0.008358477888515283,0.010030173466218342,0.02674712924324891,0.0033433911554061136,0.018388651354733627,0.0016716955777030568,0.005015086733109171,0.016716955777030567,0.011701869043921398,0.0,0.0,0.0096617779613681,0.0,0.012882370615157466,0.0193235559227362,0.012882370615157466,0.02576474123031493,0.0016102963268946832,0.011272074288262783,0.0032205926537893664,0.0096617779613681,0.0193235559227362,0.012882370615157466,0.02093385224963088,0.02853905087626919,0.001902603391751279,0.030441654268020465,0.001902603391751279,0.02663644748451791,0.019026033917512793,0.02853905087626919,0.009513016958756396,0.0,0.001902603391751279,0.019026033917512793,0.024733844092766626,0.013318223742258955,0.02663644748451791,0.024733844092766626
1,0.07476557392749798,0.06230464493958166,0.008307285991944222,0.010384107489930277,0.004153642995972111,0.004153642995972111,0.0,0.03322914396777689,0.014537750485902388,0.010384107489930277,0.024921857975832663,0.004153642995972111,0.004153642995972111,0.026998679473818718,0.0020768214979860556,0.028060344144220067,0.008768857545068771,0.02455280112619256,0.028060344144220067,0.02455280112619256,0.019291486599151298,0.0017537715090137542,0.007015086036055017,0.026306572635206315,0.005261314527041263,0.017537715090137542,0.008768857545068771,0.022799029617178803,0.026306572635206315,0.015783943581123786,0.0230015909007751,0.005750397725193775,0.015334393933850067,0.015334393933850067,0.030668787867700133,0.007667196966925033,0.024918390142506356,0.007667196966925033,0.019167992417312582,0.0,0.021084791659043842,0.019167992417312582,0.030668787867700133,0.030668787867700133,0.0038335984834625167,0.0,0.029144996237542905,0.03885999498339054,0.0024287496864619086,0.004857499372923817,0.0,0.026716246551080996,0.0,0.0024287496864619086,0.009714998745847634,0.0,0.01700124780523336,0.026716246551080996,0.0,0.024287496864619087,0.0077851617377731235,0.0,0.033735700863683535,0.025950539125910412,0.033735700863683535,0.023355485213319368,0.015570323475546247,0.005190107825182083,0.031140646951092494,0.0,0.023355485213319368,0.0077851617377731235,0.028545593038501457,0.0,0.005190107825182083,0.010947125602283484,0.009122604668569569,0.009122604668569569,0.020069730270853053,0.025543293071994794,0.005473562801141742,0.02919233493942262,0.007298083734855655,0.025543293071994794,0.009122604668569569,0.007298083734855655,0.02371877213828088,0.021894251204566968,0.01459616746971131,0.016420688403425223,0.010522629054082525,0.02455280112619256,0.026306572635206315,0.026306572635206315,0.007015086036055017,0.010522629054082525,0.022799029617178803,0.02104525810816505,0.0017537715090137542,0.02104525810816505,0.008768857545068771,0.010522629054082525,0.014030172072110034,0.005261314527041263,0.0035075430180275084,0.024921857975832663,0.0,0.0020768214979860556,0.020768214979860554,0.026998679473818718,0.012460928987916332,0.029075500971804776,0.012460928987916332,0.024921857975832663,0.022845036477846612,0.020768214979860554,0.018691393481874496,0.026998679473818718,0.014537750485902388,0.024921857975832663
2,0.012247929810365526,0.01113448164578684,0.004453792658314736,0.001113448164578684,0.01336137797494421,0.015588274304101576,0.004453792658314736,0.01113448164578684,0.002226896329157368,0.0033403444937360523,0.00556724082289342,0.015588274304101576,0.010021033481208155,0.0033403444937360523,0.01113448164578684,0.014819937146176574,0.0027787382149081076,0.01111495285963243,0.0037049842865441436,0.014819937146176574,0.005557476429816215,0.0018524921432720718,0.012967445002904502,0.004631230358180179,0.008336214644724322,0.014819937146176574,0.013893691074540538,0.005557476429816215,0.005557476429816215,0.012041198931268465,0.016320852583930075,0.004080213145982519,0.015300799297434445,0.012240639437947556,0.0010200532864956297,0.014280746010938815,0.006120319718973778,0.015300799297434445,0.004080213145982519,0.0020401065729912593,0.012240639437947556,0.011220586151451927,0.0,0.013260692724443185,0.003060159859486889,0.006575255304889678,0.0026301021219558712,0.02104081697564697,0.010520408487823485,0.013150510609779356,0.007890306365867614,0.01183545954880142,0.019725765914669038,0.015780612731735227,0.0,0.015780612731735227,0.0,0.0184107148536911,0.006575255304889678,0.02104081697564697,0.019642398842487776,0.008418170932494761,0.011224227909993015,0.0,0.0014030284887491268,0.018239370353738647,0.015433313376240397,0.018239370353738647,0.015433313376240397,0.021045427331236904,0.005612113954996507,0.005612113954996507,0.0014030284887491268,0.02244845581998603,0.014030284887491268,0.0019454802757871332,0.0019454802757871332,0.014591102068403502,0.007781921103148533,0.007781921103148533,0.004863700689467833,0.0058364408273614,0.014591102068403502,0.015563842206297066,0.0038909605515742665,0.015563842206297066,0.007781921103148533,0.015563842206297066,0.007781921103148533,0.004863700689467833,0.006483722501452251,0.0027787382149081076,0.014819937146176574,0.004631230358180179,0.012041198931268465,0.008336214644724322,0.012041198931268465,0.0018524921432720718,0.013893691074540538,0.0018524921432720718,0.004631230358180179,0.0009262460716360359,0.0037049842865441436,0.010188706787996394,0.004631230358180179,0.006680688987472105,0.012247929810365526,0.00556724082289342,0.014474826139522891,0.004453792658314736,0.015588274304101576,0.0,0.01670172246868026,0.015588274304101576,0.017815170633258944,0.001113448164578684,0.017815170633258944,0.0033403444937360523,0.001113448164578684,0.01670172246868026
3,0.04570421680492347,0.03531689480380449,0.022852108402461734,0.008309857600895174,0.008309857600895174,0.006232393200671381,0.027007037202909315,0.027007037202909315,0.01661971520179035,0.020774644002237937,0.01661971520179035,0.012464786401342761,0.004154928800447587,0.008309857600895174,0.031161966003356908,0.008730597779140804,0.01920731511410977,0.017461195558281607,0.01920731511410977,0.02619179333742241,0.020953434669937928,0.008730597779140804,0.013968956446625285,0.012222836890797124,0.006984478223312642,0.0017461195558281606,0.0,0.0017461195558281606,0.008730597779140804,0.02619179333742241,0.01146703553033778,0.02293407106067556,0.02866758882584445,0.017200553295506668,0.026756416237454818,0.026756416237454818,0.01146703553033778,0.026756416237454818,0.007644690353558519,0.02866758882584445,0.00955586294194815,0.02866758882584445,0.017200553295506668,0.00573351776516889,0.015289380707117039,0.0389478203068742,0.02677662646097602,0.0,0.0024342387691796375,0.03164510399933529,0.0024342387691796375,0.02677662646097602,0.029210865230155654,0.0194739101534371,0.02677662646097602,0.03407934276851493,0.03164510399933529,0.004868477538359275,0.00973695507671855,0.0194739101534371,0.033791989015766674,0.028593221474879495,0.015596302622661542,0.007798151311330771,0.0,0.041590140327097444,0.0,0.028593221474879495,0.033791989015766674,0.012996918852217952,0.007798151311330771,0.015596302622661542,0.007798151311330771,0.007798151311330771,0.041590140327097444,0.005461228011730717,0.003640818674487145,0.02912654939589716,0.005461228011730717,0.01456327469794858,0.02912654939589716,0.01456327469794858,0.01456327469794858,0.02184491204692287,0.02366532138416644,0.020024502709679298,0.009102046686217863,0.01456327469794858,0.025485730721410013,0.009102046686217863,0.01920731511410977,0.015715076002453445,0.01920731511410977,0.008730597779140804,0.015715076002453445,0.003492239111656321,0.015715076002453445,0.005238358667484482,0.003492239111656321,0.005238358667484482,0.020953434669937928,0.008730597779140804,0.017461195558281607,0.012222836890797124,0.01920731511410977,0.004154928800447587,0.031161966003356908,0.0,0.006232393200671381,0.01661971520179035,0.02908450160313311,0.012464786401342761,0.027007037202909315,0.022852108402461734,0.012464786401342761,0.010387322001118969,0.010387322001118969,0.006232393200671381,0.022852108402461734,0.004154928800447587
4,0.00411485319721716,0.0034290443310142998,0.00960132412684004,0.00274323546481144,0.00205742659860858,0.00411485319721716,0.00205742659860858,0.00754389752823146,0.0068580886620285995,0.01097294185924576,0.00480066206342002,0.00754389752823146,0.00960132412684004,0.00274323546481144,0.008915515260637179,0.00576432887263946,0.0051878959853755135,0.008070060421695243,0.0,0.004611463098111568,0.002305731549055784,0.0,0.002305731549055784,0.00288216443631973,0.0051878959853755135,0.006917194647167352,0.007493627534431297,0.004035030210847622,0.004611463098111568,0.009222926196223136,0.000633615250723709,0.005068922005789672,0.001267230501447418,0.008236998259408216,0.005068922005789672,0.008870613510131926,0.0019008457521711268,0.001267230501447418,0.007603383008684507,0.0019008457521711268,0.00570253725651338,0.010137844011579343,0.008236998259408216,0.0031680762536185447,0.00570253725651338,0.004833681505202405,0.005639295089402806,0.005639295089402806,0.012889817347206414,0.005639295089402806,0.0032224543368016036,0.012889817347206414,0.0008056135842004009,0.005639295089402806,0.007250522257803607,0.00886174942620441,0.0040280679210020045,0.0040280679210020045,0.01047297659460521,0.00966736301040481,0.006884511978804148,0.012908459960257778,0.012908459960257778,0.012908459960257778,0.012047895962907259,0.010326767968206222,0.008605639973505184,0.0008605639973505185,0.005163383984103111,0.0008605639973505185,0.001721127994701037,0.004302819986752592,0.0077450759761546655,0.0077450759761546655,0.0077450759761546655,0.0018099480828056556,0.005429844248416966,0.003619896165611311,0.009049740414028278,0.0018099480828056556,0.0012066320552037704,0.003016580138009426,0.0012066320552037704,0.005429844248416966,0.006636476303620738,0.006033160276018852,0.0006033160276018852,0.003619896165611311,0.0024132641104075408,0.004223212193213196,0.000576432887263946,0.006917194647167352,0.004611463098111568,0.004611463098111568,0.00288216443631973,0.008070060421695243,0.001152865774527892,0.000576432887263946,0.004035030210847622,0.006340761759903406,0.006340761759903406,0.007493627534431297,0.00576432887263946,0.004611463098111568,0.009222926196223136,0.0102871329930429,0.00274323546481144,0.0102871329930429,0.00960132412684004,0.00480066206342002,0.0102871329930429,0.00068580886620286,0.00411485319721716,0.0034290443310142998,0.0102871329930429,0.0068580886620285995,0.00274323546481144,0.00480066206342002,0.0068580886620285995,0.0068580886620285995
5,0.0020784047428863686,0.0,0.01662723794309095,0.010392023714431842,0.012470428457318211,0.0,0.022862452171750057,0.02909766640040916,0.024940856914636423,0.004156809485772737,0.02701926165752279,0.02909766640040916,0.0332544758861819,0.018705642685977315,0.0,0.005277439860914519,0.014073172962438716,0.022868906063962913,0.005277439860914519,0.007036586481219358,0.021109759443658074,0.008795733101524197,0.007036586481219358,0.017591466203048394,0.007036586481219358,0.015832319582743552,0.019350612823353236,0.007036586481219358,0.017591466203048394,0.012314026342133876,0.028852781601353142,0.011541112640541256,0.0134646314139648,0.017311668960811884,0.015388150187388342,0.019235187734235427,0.009617593867117713,0.0019235187734235428,0.019235187734235427,0.0,0.011541112640541256,0.0134646314139648,0.0134646314139648,0.009617593867117713,0.025005744054506056,0.004887843435901071,0.02443921717950535,0.004887843435901071,0.026883138897455888,0.017107452025653745,0.007331765153851606,0.004887843435901071,0.02443921717950535,0.03421490405130749,0.03665882576925803,0.0024439217179505353,0.019551373743604283,0.014663530307703211,0.0024439217179505353,0.007331765153851606,0.033947754417557444,0.018279560070992473,0.018279560070992473,0.010445462897709984,0.010445462897709984,0.03917048586641244,0.002611365724427496,0.002611365724427496,0.033947754417557444,0.005222731448854992,0.005222731448854992,0.023502291519847462,0.007834097173282487,0.036559120141984945,0.018279560070992473,0.0036622150272808567,0.02380439767732557,0.02380439767732557,0.0073244300545617135,0.020142182650044714,0.020142182650044714,0.014648860109123427,0.009155537568202142,0.005493322540921285,0.01098664508184257,0.005493322540921285,0.025635505190966,0.012817752595483,0.018311075136404283,0.027466612704606427,0.0,0.007036586481219358,0.02814634592487743,0.003518293240609679,0.02814634592487743,0.010554879721829037,0.010554879721829037,0.022868906063962913,0.008795733101524197,0.019350612823353236,0.003518293240609679,0.02814634592487743,0.0017591466203048395,0.02462805268426775,0.008795733101524197,0.01662723794309095,0.020784047428863684,0.03117607114329553,0.0,0.004156809485772737,0.020784047428863684,0.0020784047428863686,0.024940856914636423,0.004156809485772737,0.006235214228659106,0.02701926165752279,0.004156809485772737,0.01454883320020458,0.022862452171750057,0.018705642685977315
6,0.004151863964564708,0.0006919773274274514,0.010379659911411772,0.00968768258398432,0.00968768258398432,0.001383954654854903,0.008303727929129416,0.010379659911411772,0.001383954654854903,0.0,0.0076117506017019665,0.010379659911411772,0.00484384129199216,0.0076117506017019665,0.006919773274274514,0.0,0.0029156262319249737,0.0029156262319249737,0.008163753449389926,0.004665001971079958,0.00758062820300493,0.0034987514783099685,0.0017493757391549842,0.006414377710234943,0.0017493757391549842,0.0,0.008746878695774922,0.0,0.005248127217464952,0.0011662504927699895,0.007020243395157171,0.0006382039450142882,0.0057438355051285936,0.0006382039450142882,0.0,0.0,0.008296651285185747,0.010211263120228612,0.005105631560114306,0.004467427615100017,0.008934855230200035,0.005105631560114306,0.006382039450142882,0.008296651285185747,0.0057438355051285936,0.012993845865549363,0.009745384399162022,0.012993845865549363,0.007309038299371516,0.012993845865549363,0.012181730498952529,0.0,0.0016242307331936704,0.004872692199581011,0.004872692199581011,0.0008121153665968352,0.010557499765758857,0.010557499765758857,0.008933269032565187,0.009745384399162022,0.01214964333854148,0.013885306672618832,0.0078104850033480925,0.003471326668154708,0.0052069900022320625,0.013885306672618832,0.006942653336309416,0.0112818116715028,0.004339158335193385,0.013885306672618832,0.0,0.006942653336309416,0.0112818116715028,0.004339158335193385,0.013017475005580157,0.008505714876415934,0.008505714876415934,0.0030377553130056904,0.005467959563410243,0.00972081700161821,0.004860408500809105,0.008505714876415934,0.008505714876415934,0.009113265939017071,0.0036453063756068287,0.0018226531878034143,0.0012151021252022763,0.0012151021252022763,0.004860408500809105,0.0,0.006414377710234943,0.0017493757391549842,0.006997502956619937,0.008163753449389926,0.004665001971079958,0.0058312524638499475,0.0034987514783099685,0.0029156262319249737,0.0034987514783099685,0.00758062820300493,0.002332500985539979,0.0058312524638499475,0.00758062820300493,0.0,0.008746878695774922,0.008995705256556867,0.003459886637137257,0.004151863964564708,0.001383954654854903,0.00484384129199216,0.0076117506017019665,0.003459886637137257,0.0006919773274274514,0.010379659911411772,0.00968768258398432,0.0,0.002767909309709806,0.006919773274274514,0.00968768258398432,0.011071637238839223
7,0.004647513183858844,0.0,0.016266296143505953,0.02323756591929422,0.034856348878941325,0.03718010547087075,0.006971269775788266,0.03718010547087075,0.006971269775788266,0.032532592287011906,0.027885079103153063,0.02323756591929422,0.016266296143505953,0.006971269775788266,0.016266296143505953,0.030059647692913128,0.010019882564304377,0.030059647692913128,0.002003976512860875,0.00400795302572175,0.032063624205774,0.024047718154330502,0.02204374164146963,0.006011929538582626,0.010019882564304377,0.032063624205774,0.016031812102887,0.02805567118005225,0.032063624205774,0.00400795302572175,0.02384224720780553,0.030344678264479764,0.017339816151131292,0.02384224720780553,0.030344678264479764,0.01300486211334847,0.008669908075565646,0.0021674770188914116,0.006502431056674235,0.02600972422669694,0.02600972422669694,0.021674770188914116,0.034679632302262585,0.010837385094457058,0.01300486211334847,0.01620213894157451,0.0027003564902624184,0.024303208412361766,0.03780499086367386,0.01890249543183693,0.04050534735393628,0.03780499086367386,0.04050534735393628,0.03510463437341144,0.01890249543183693,0.01890249543183693,0.03780499086367386,0.029703921392886606,0.010801425961049674,0.013501782451312094,0.014434187731610175,0.03752888810218645,0.025981537916898313,0.01154735018528814,0.01732102527793221,0.03752888810218645,0.01154735018528814,0.031755213009542385,0.04330256319483053,0.04330256319483053,0.031755213009542385,0.01732102527793221,0.04618940074115256,0.04041572564850849,0.008660512638966104,0.020605852166418248,0.006181755649925474,0.022666437383060074,0.010302926083209124,0.00412117043328365,0.022666437383060074,0.020605852166418248,0.014424096516492773,0.022666437383060074,0.002060585216641825,0.006181755649925474,0.00412117043328365,0.00412117043328365,0.022666437383060074,0.020605852166418248,0.00400795302572175,0.026051694667191375,0.020039765128608753,0.0080159060514435,0.0,0.024047718154330502,0.0080159060514435,0.0,0.016031812102887,0.012023859077165251,0.026051694667191375,0.020039765128608753,0.016031812102887,0.002003976512860875,0.030059647692913128,0.016266296143505953,0.006971269775788266,0.006971269775788266,0.03718010547087075,0.02323756591929422,0.013942539551576531,0.006971269775788266,0.03020883569508248,0.02323756591929422,0.01161878295964711,0.020913809327364793,0.016266296143505953,0.027885079103153063,0.0,0.006971269775788266
8,0.0006916481749147617,0.0,0.0076081299240623795,0.004841537224403333,0.0020749445247442854,0.0013832963498295234,0.006916481749147618,0.008299778098977141,0.003458240874573809,0.004841537224403333,0.0013832963498295234,0.008299778098977141,0.0013832963498295234,0.006224833574232855,0.005533185399318094,0.0035098007598422256,0.007019601519684451,0.008774501899605564,0.0035098007598422256,0.0,0.0023398671732281504,0.0035098007598422256,0.005264701139763338,0.008189535106298527,0.0011699335866140752,0.0,0.0035098007598422256,0.0011699335866140752,0.005264701139763338,0.0035098007598422256,0.008321304567530791,0.009601505270227838,0.0012802007026970449,0.0012802007026970449,0.0025604014053940897,0.0019203010540455674,0.0,0.0019203010540455674,0.009601505270227838,0.0064010035134852246,0.0,0.0019203010540455674,0.0019203010540455674,0.0006401003513485224,0.005760903162136702,0.004065686047766758,0.004065686047766758,0.0008131372095533517,0.004065686047766758,0.004065686047766758,0.0032525488382134067,0.00487882325732011,0.0065050976764268135,0.01057078372419357,0.011383920933746922,0.00975764651464022,0.008131372095533516,0.011383920933746922,0.004065686047766758,0.0008131372095533517,0.005212434203877414,0.013031085509693537,0.011293607441734396,0.00868739033979569,0.013031085509693537,0.00868739033979569,0.013899824543673105,0.005212434203877414,0.00781865130581612,0.012162346475713966,0.011293607441734396,0.013031085509693537,0.006949912271836552,0.006949912271836552,0.003474956135918276,0.0024375884128552266,0.006093971032138067,0.004265779722496647,0.0024375884128552266,0.00365638261928284,0.008531559444993293,0.0030469855160690333,0.0024375884128552266,0.00548457392892426,0.004265779722496647,0.009750353651420907,0.00731276523856568,0.0030469855160690333,0.00548457392892426,0.007922162341779487,0.006434634726377415,0.004679734346456301,0.0017549003799211128,0.005849667933070376,0.0,0.0,0.009359468692912602,0.008189535106298527,0.009359468692912602,0.0011699335866140752,0.002924833966535188,0.005264701139763338,0.008774501899605564,0.007019601519684451,0.0023398671732281504,0.002766592699659047,0.003458240874573809,0.0013832963498295234,0.005533185399318094,0.011066370798636187,0.005533185399318094,0.003458240874573809,0.005533185399318094,0.005533185399318094,0.008991426273891902,0.008991426273891902,0.003458240874573809,0.0006916481749147617,0.0006916481749147617,0.005533185399318094
9,0.0,0.0,0.008717971405899168,0.0023776285652452275,0.0015850857101634848,0.010303057116062652,0.007925428550817425,0.007925428550817425,0.012680685681307879,0.004755257130490455,0.0031701714203269697,0.012680685681307879,0.012680685681307879,0.008717971405899168,0.0031701714203269697,0.0006816720643783459,0.004090032386270075,0.004771704450648421,0.010906753030053534,0.006816720643783458,0.0013633441287566918,0.006135048579405112,0.009543408901296842,0.0020450161931350377,0.004090032386270075,0.009543408901296842,0.0,0.006816720643783458,0.0027266882575133836,0.00818006477254015,0.011798778441004593,0.0014748473051255742,0.0007374236525627871,0.009586507483316232,0.0014748473051255742,0.009586507483316232,0.00516196556793951,0.004424541915376723,0.0014748473051255742,0.0,0.0029496946102511483,0.011798778441004593,0.01032393113587902,0.009586507483316232,0.01032393113587902,0.006450439630020147,0.0018429827514343277,0.01382237063575746,0.01197938788432313,0.010136405132888804,0.002764474127151492,0.00921491375717164,0.012900879260040294,0.010136405132888804,0.014743862011474622,0.00921491375717164,0.012900879260040294,0.0009214913757171638,0.014743862011474622,0.006450439630020147,0.006899026461949701,0.0009855752088499573,0.0,0.0,0.0019711504176999147,0.011826902506199487,0.0,0.0009855752088499573,0.014783628132749358,0.01084132729734953,0.007884601670799659,0.012812477715049442,0.008870176879649614,0.0,0.0029567256265498718,0.011214489040092321,0.0007009055650057701,0.0035045278250288503,0.0028036222600230803,0.005607244520046161,0.007709961215063472,0.007709961215063472,0.010513583475086552,0.007709961215063472,0.0021027166950173103,0.004906338955040391,0.011214489040092321,0.00911177234507501,0.00630815008505193,0.0035045278250288503,0.005453376515026767,0.008861736836918495,0.010225080965675188,0.006816720643783458,0.006816720643783458,0.004771704450648421,0.006135048579405112,0.010225080965675188,0.0013633441287566918,0.007498392708161805,0.009543408901296842,0.010906753030053534,0.010225080965675188,0.009543408901296842,0.008861736836918495,0.004755257130490455,0.010303057116062652,0.0007925428550817424,0.0015850857101634848,0.003962714275408712,0.010303057116062652,0.012680685681307879,0.0023776285652452275,0.008717971405899168,0.007925428550817425,0.003962714275408712,0.012680685681307879,0.0015850857101634848,0.0007925428550817424,0.005547799985572198
